channelId,title,description,publishedAt,subscriberCount,videoCount
UC8ahGDcou5XFUEVf4ID69vQ,Đờ Cờ,"Thích Học, Thích Thử, Thích Làm Không Có Việc Gì Khó Chỉ Sợ Lòng Không Bền  Tiktok: @dici_05 Instagram: @dici_05 Làm Việc: dici.lamviec@gmail.com  ",533000
UCbTAemQCm6Rud3HD0k30Qow,Minhx Entertainment,Kênh giải trí - vũ đạo đến từ Việt Nam. Minhx -  RED QUEENS - KIDDY CREW - Le Cirque ,1590000
UCvx0yETx4Mg0Si_YifV3-2g,Anh chị em vui vẻ,"Xin chào mọi người, đây là [Anh chị em vui vẻ] Tôi có một con trai và một con gái, Con trai: sinh năm 2017 Con gái: sinh năm 2020 Chúng tôi sẽ tải lên các video về cuộc sống hàng ngày Chia sẻ tiếng cười của gia đình bốn người với bạn Đăng ký nếu bạn thích chúng tôi Chia sẻ những khoảnh khắc vui vẻ ☀️ Mang hạnh phúc đến cho mọi người 😄  Chào mừng mọi người nhấn vào nút đăng ký bên phải, nhớ bật chuông nhỏ để nhận thông báo cập nhật sớm nhất và chia sẻ thói quen hàng ngày mới nhất với các bạn mỗi ngày nhé! Đây là liên kết kênh của tôi: https://www.youtube.com/channel/UCn-lUu7jvkogucyxymK4XDg Đây là kênh chính thức duy nhất của tôi Thỉnh thoảng tôi sẽ ra mắt một số video ngắn và hàng ngày, vui lòng để lại lời nhắn, chú ý, cảm ơn các bạn đã ủng hộ! 🙇‍ ",73500
UCD7jwWWYc8OsLBi_q64DTnA,MAVF TV,NEW VIDEOS EVERY DAY! Make sure you SUBSCRIBE! Help me fulfill my dream of being able to reach 2 Million SUBSCRIBERS ! ► For Collaborations : happyfriendsmedia@gmail.com ,1320000
UCxE_qxE-rBRn2mePLwJulIw,Đỗ Kim Phúc Bóng Đá TV,,919000
UCvjOPaJZjDkgSkXsfAchSwQ,Trần Thị Thu Trang,"Xin chào mọi người, mình là Chang 2k3, rất mong nhận được sự ủng hộ của cả nhà iu nhaaa ♥ © Bản quyền thuộc về Chang Channel © Copyright by Chang Channel ☞ Do not Reup Contact for work: trangpony28092003@gmail.com",3570000
UC89u8T2JjgjAo1G37dXLLWw,KhangProFilm,"Channel chính thức của ca sĩ Lâm Chấn Khang! Hãy Subscribe Kênh để cập nhật các Video mới nhất của Lâm Chấn Khang nhé:  https://goo.gl/MdvJjN Lâm Chấn Khang là một ca sĩ tự do với chất giọng ngọt ngào, cùng với gương mặt điển trai, Lâm Chấn Khang nhanh chóng được các fan mến mộ. Lâm Chấn Khang quê ở Cần Thơ, lớn lên vùng sông nước miền Tây vì vậy mà anh có một chất giọng ngọt ngào, lôi cuốn được người nghe.  Channel Official: https://goo.gl/MdvJjN  KhangProFilm FanPage: https://www.facebook.com/khangprofilm2017/  My Facebook: https://www.facebook.com/khangprofilm  My FanPage: https://www.facebook.com/lamchankhangfanpage/  Lâm Chấn Khang's Official FanClub: https://www.facebook.com/fclamchankhang.official/",4420000
UCiWyQp2HgKX2-WQUq11V8FA,SCTV Thể Thao Official,"Chào mừng các bạn đến với kênh thể thao của Truyền hình SCTV! Đây là trang Youtube chính thức của kênh, nơi chia sẻ những thông tin mới nhất về thế giới thể thao cũng như cập nhật các chương trình thể thao hấp dẫn trong tuần.",69600
UCAhfSPCb_HzvHSI54YCZ6GA,Wxrdie,Wxrdie | @wxrdie102  Buy Merch: @lonelystonie,149000
UCsluIbpgt14y6KUcwqCxXbg,MCVMedia,"MCVMedia là thiên đường giải trí với các chương trình truyền hình thực tế, talkshow hài hước, các phim sitcom - tình huống hài vui nhộn để mang đến những tiếng cười giải trí sau giờ làm việc, học tập căng thẳng.  📌 Đăng ký kênh tại: http://mcvnetworks.net/MCVMedia 📌 Cập nhật thêm nhiều thông tin hấp dẫn tại: https://www.facebook.com/MCVCorp.Network  MCVMedia cập nhật nhanh chóng và chính xác các chương trình truyền hình do MCV Corporation sản xuất, được MCV Network trực thuộc MCV Group bảo vệ bản quyền, quản lý, vận hành và khai thác nội dung.  Các video được đăng tải đa dạng nội dung đề tài về tình yêu, hôn nhân, gia đình, giới tính, đời sống xã hội,... sẽ mang đến khán giả những giây phút giải trí tuyệt vời, đồng thời gắn kết với nhiều thông điệp nhân văn.",3960000
UC7XYZvX1jEKdLsq_bZs2gjQ,Phỏng Vấn Dạo,"Chuyên trang giải trí dành cho giới trẻ Series phỏng vấn dạo, phỏng vấn đường phố Hãy like và share những sản phẩm tâm huyết của chúng mình nhé ❤  ",43700
UCTAacyv5T4cSus1W4D6eBfA,Koray Zeynep,👧🏻❤️👶🏻✅🎥💪❗️🤣🥊🌺🥹🏆🦁💵🏅⚽️🧿💕⛔️,20000000
UCKkYlIkbgikL76LrddIM98w,Tina Ho Official,© Bản quyền thuộc về Tina Ho & CT Media © Copyright by Tina Ho & CT Media ☞ Do not Reup! ✪ Email: Contact@congtrinhmedia.vn ,42700
UCA_23dkEYToAc37hjSsCnXA,MixiGaming,"- Mình là Độ -  - Thỉnh thoảng rảnh chó ko có gì làm mình hay edit clip vui, tất cả đều do team mình chơi tự nhiên, trong clip có khá nhiều từ ngữ bậy bạ nên các bạn lưu ý xung quanh trước khi xem -   - Hãy like, share, và sub nếu bạn thấy clip hay để mình có động lực ra mắt các sản phẩm tiếp theo :3 cám ơn tất cả các bạn đã quan tâm và theo dói -  FaceBook:  https://www.facebook.com/MixiGaming Steam: https://steamcommunity.com/id/mixinguyen",7160000
